dataset,nb_class,model,iteration,thread_time,process_time,raw_time,liczba_regul,srednia_dlugosc_reguly,suma_warunkow,train_acc,test_acc,train_bacc,test_bacc
sleep,5,AQ15,9,7524.261,7524.261,7524.261,5451.0,8.213,44767.0,0.767,0.675,0.621,0.517
sleep,5,CN2_default,0,7166.801,7173.37,7167.341,15326.0,4.412,67620.0,0.882,0.344,0.814,0.201
sleep,5,CN2_default,1,6837.919,6843.751,6838.653,15392.0,4.395,67655.0,0.881,0.346,0.817,0.209
sleep,5,CN2_default,2,7252.589,7259.077,7253.345,15200.0,4.405,66960.0,0.881,0.341,0.813,0.2
sleep,5,CN2_default,3,7011.549,7018.003,7012.049,15396.0,4.359,67109.0,0.879,0.345,0.813,0.201
sleep,5,CN2_default,4,6694.876,6700.818,6695.247,15076.0,4.381,66049.0,0.879,0.343,0.808,0.201
sleep,5,CN2_default,5,7394.888,7401.421,7395.78,14953.0,4.393,65696.0,0.876,0.346,0.807,0.207
sleep,5,CN2_default,6,7204.878,7211.105,7205.507,15061.0,4.411,66440.0,0.878,0.342,0.808,0.202
sleep,5,CN2_default,7,6615.475,6621.212,6615.94,14940.0,4.392,65614.0,0.879,0.336,0.808,0.198
sleep,5,CN2_default,8,6984.371,6990.376,6984.864,14596.0,4.407,64329.0,0.876,0.345,0.801,0.203
sleep,5,CN2_default,9,6796.439,6802.441,6796.873,14835.0,4.4,65270.0,0.874,0.342,0.803,0.199
sleep,5,CN2_v2,0,4480.296,4484.475,4480.856,14852.0,5.441,80807.0,0.902,0.331,0.864,0.204
sleep,5,CN2_v2,1,4538.25,4542.178,4538.657,14971.0,5.437,81401.0,0.902,0.335,0.864,0.211
sleep,5,CN2_v2,2,4565.333,4569.38,4565.657,14882.0,5.461,81266.0,0.903,0.319,0.868,0.195
sleep,5,CN2_v2,3,4518.347,4522.557,4519.015,14871.0,5.425,80670.0,0.902,0.331,0.867,0.204
sleep,5,CN2_v2,4,4444.967,4449.247,4445.347,14807.0,5.375,79595.0,0.903,0.332,0.866,0.205
sleep,5,CN2_v2,5,4565.793,4569.88,4566.173,14900.0,5.499,81929.0,0.903,0.329,0.868,0.205
sleep,5,CN2_v2,6,4567.082,4571.466,4567.613,14893.0,5.459,81305.0,0.902,0.323,0.867,0.2
sleep,5,CN2_v2,7,4475.277,4479.455,4475.792,14877.0,5.409,80473.0,0.902,0.326,0.867,0.202
sleep,5,CN2_v2,8,4563.938,4568.184,4564.366,14960.0,5.427,81187.0,0.903,0.331,0.867,0.207
sleep,5,CN2_v2,9,4532.488,4536.846,4532.879,14845.0,5.462,81086.0,0.9,0.32,0.863,0.194
sleep,5,IDS,0,59.373,59.403,59.376,17.0,2.0,34.0,0.498,0.498,0.2,0.2
sleep,5,IDS,1,64.633,64.648,64.637,21.0,1.952,41.0,0.498,0.498,0.2,0.2
sleep,5,IDS,2,57.773,57.793,57.78,17.0,2.0,34.0,0.498,0.498,0.2,0.2
sleep,5,IDS,3,59.316,59.339,59.322,17.0,1.941,33.0,0.498,0.498,0.2,0.2
sleep,5,IDS,4,52.513,52.534,52.519,12.0,2.0,24.0,0.498,0.498,0.2,0.2
sleep,5,IDS,5,61.654,61.688,61.658,19.0,1.947,37.0,0.498,0.498,0.2,0.2
sleep,5,IDS,6,56.912,56.928,56.917,15.0,2.0,30.0,0.498,0.497,0.2,0.2
sleep,5,IDS,7,65.19,65.213,65.194,21.0,1.952,41.0,0.498,0.497,0.2,0.2
sleep,5,IDS,8,63.094,63.117,63.104,19.0,1.947,37.0,0.498,0.498,0.2,0.2
sleep,5,IDS,9,59.739,59.776,59.75,17.0,2.0,34.0,0.498,0.498,0.2,0.2
sleep,5,JRip,0,281.939,6165.517,354.411,134.0,5.866,786.0,0.742,0.739,0.589,0.584
sleep,5,JRip,1,332.407,7443.194,408.599,157.0,6.35,997.0,0.744,0.729,0.591,0.576
sleep,5,JRip,2,306.782,8096.134,401.127,143.0,5.888,842.0,0.741,0.734,0.586,0.578
sleep,5,JRip,3,377.933,9239.31,477.902,177.0,6.441,1140.0,0.751,0.739,0.601,0.585
sleep,5,JRip,4,323.482,7700.648,405.292,152.0,6.25,950.0,0.747,0.736,0.595,0.579
sleep,5,JRip,5,308.949,6558.371,377.962,125.0,5.808,726.0,0.741,0.733,0.582,0.574
sleep,5,JRip,6,395.179,8943.731,490.148,150.0,6.253,938.0,0.743,0.735,0.588,0.579
sleep,5,JRip,7,482.414,17411.907,677.485,171.0,5.626,962.0,0.745,0.733,0.586,0.578
sleep,5,JRip,8,472.866,11566.613,595.651,156.0,5.981,933.0,0.742,0.729,0.584,0.568
sleep,5,JRip,9,455.558,9069.108,547.94,138.0,5.949,821.0,0.739,0.73,0.58,0.569
sleep,5,LORD,0,7.534,7.534,7.534,35372.0,5.876,207855.0,,0.732,,
sleep,5,LORD,1,5.467,5.467,5.467,35975.0,5.773,207673.0,,0.723,,
sleep,5,LORD,2,4.609,4.609,4.609,35926.0,5.718,205416.0,,0.734,,
sleep,5,LORD,3,4.392,4.392,4.392,36101.0,5.624,203017.0,,0.73,,
sleep,5,LORD,4,4.677,4.677,4.677,35617.0,5.771,205544.0,,0.729,,
sleep,5,LORD,5,4.502,4.502,4.502,35893.0,5.63,202090.0,,0.724,,
sleep,5,LORD,6,4.997,4.997,4.997,35561.0,5.786,205749.0,,0.728,,
sleep,5,LORD,7,5.55,5.55,5.55,35683.0,5.83,208038.0,,0.726,,
sleep,5,LORD,8,4.704,4.704,4.704,36132.0,5.685,205424.0,,0.724,,
sleep,5,LORD,9,4.755,4.755,4.755,35787.0,5.869,210031.0,,0.724,,
sleep,5,MLRules,0,159.625,160.057,159.639,100.0,6.88,688.0,0.741,0.738,0.607,0.605
sleep,5,MLRules,1,121.534,121.711,121.543,100.0,6.81,681.0,0.742,0.737,0.605,0.604
sleep,5,MLRules,2,139.253,161.973,139.741,100.0,6.88,688.0,0.741,0.741,0.609,0.609
sleep,5,MLRules,3,155.326,155.399,155.337,100.0,6.92,692.0,0.741,0.74,0.608,0.605
sleep,5,MLRules,4,127.67,127.861,127.681,100.0,6.91,691.0,0.742,0.741,0.61,0.606
sleep,5,MLRules,5,115.971,116.019,115.982,100.0,6.69,669.0,0.74,0.739,0.606,0.602
sleep,5,MLRules,6,114.472,114.566,114.481,100.0,6.85,685.0,0.742,0.743,0.609,0.608
sleep,5,MLRules,7,123.331,123.371,123.353,100.0,6.76,676.0,0.741,0.74,0.611,0.613
sleep,5,MLRules,8,113.703,113.761,113.72,100.0,6.79,679.0,0.741,0.741,0.606,0.608
sleep,5,MLRules,9,117.544,117.589,117.559,100.0,6.75,675.0,0.741,0.737,0.609,0.6
sleep,5,OneR,0,0.504,0.804,0.505,4.0,1.0,4.0,0.611,0.61,0.399,0.401
sleep,5,OneR,1,0.367,0.424,0.367,4.0,1.0,4.0,0.612,0.607,0.4,0.396
sleep,5,OneR,2,0.369,4.682,0.459,4.0,1.0,4.0,0.611,0.613,0.399,0.403
sleep,5,OneR,3,0.339,0.383,0.339,4.0,1.0,4.0,0.611,0.611,0.4,0.396
sleep,5,OneR,4,0.292,8.187,0.456,4.0,1.0,4.0,0.612,0.606,0.4,0.392
sleep,5,OneR,5,0.34,0.34,0.34,4.0,1.0,4.0,0.61,0.617,0.399,0.407
sleep,5,OneR,6,0.271,0.272,0.271,4.0,1.0,4.0,0.611,0.612,0.4,0.395
sleep,5,OneR,7,0.247,0.251,0.247,4.0,1.0,4.0,0.611,0.612,0.399,0.4
sleep,5,OneR,8,0.297,0.299,0.297,4.0,1.0,4.0,0.611,0.609,0.399,0.399
sleep,5,OneR,9,0.307,0.309,0.307,4.0,1.0,4.0,0.611,0.614,0.399,0.403
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,0,12.307,12.307,12.307,74.0,7.473,553.0,0.713,0.71,0.555,0.552
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,1,13.46,13.46,13.46,76.0,7.382,561.0,0.717,0.715,0.561,0.561
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,2,13.855,13.855,13.855,77.0,7.714,594.0,0.716,0.719,0.558,0.563
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,3,15.351,15.351,15.351,74.0,7.527,557.0,0.716,0.713,0.559,0.552
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,4,15.446,15.446,15.446,76.0,7.789,592.0,0.717,0.719,0.56,0.56
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,5,14.86,14.86,14.86,75.0,7.8,585.0,0.716,0.717,0.554,0.557
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,6,14.504,14.504,14.504,75.0,7.52,564.0,0.719,0.721,0.558,0.559
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,7,16.012,16.012,16.012,75.0,7.813,586.0,0.717,0.717,0.559,0.563
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,8,14.591,14.591,14.591,75.0,7.8,585.0,0.717,0.715,0.559,0.556
sleep,5,RuleKit_mincov-10perMinClass_measure-C2,9,14.442,14.442,14.442,75.0,7.44,558.0,0.718,0.716,0.565,0.56
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,0,6.529,6.529,6.529,50.0,6.66,333.0,0.701,0.702,0.595,0.594
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,1,6.563,6.563,6.563,50.0,6.44,322.0,0.695,0.695,0.591,0.595
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,6.696,6.696,6.696,49.0,6.755,331.0,0.697,0.701,0.592,0.594
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,3,8.06,8.06,8.06,49.0,6.612,324.0,0.699,0.695,0.583,0.577
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,4,7.225,7.225,7.225,50.0,6.72,336.0,0.697,0.7,0.591,0.592
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,5,6.53,6.53,6.53,50.0,6.6,330.0,0.7,0.703,0.595,0.6
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,6,8.039,8.039,8.039,49.0,6.898,338.0,0.698,0.698,0.597,0.596
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,7,8.054,8.054,8.054,50.0,6.82,341.0,0.698,0.695,0.592,0.591
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,8,7.905,7.905,7.905,49.0,6.898,338.0,0.7,0.697,0.597,0.596
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,9,7.264,7.264,7.264,50.0,6.64,332.0,0.703,0.701,0.596,0.594
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,0,112.167,112.167,112.167,500.0,8.154,4077.0,0.721,0.722,0.621,0.622
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,1,120.324,120.324,120.324,500.0,8.144,4072.0,0.722,0.718,0.621,0.619
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,128.305,128.305,128.305,500.0,8.08,4040.0,0.72,0.722,0.623,0.626
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,3,128.393,128.393,128.393,500.0,8.098,4049.0,0.72,0.717,0.624,0.622
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,4,123.453,123.453,123.453,500.0,8.068,4034.0,0.722,0.719,0.624,0.617
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,5,131.138,131.138,131.138,500.0,8.22,4110.0,0.723,0.725,0.626,0.629
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,6,150.504,150.504,150.504,500.0,8.13,4065.0,0.721,0.721,0.624,0.621
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,7,146.828,146.828,146.828,500.0,8.128,4064.0,0.721,0.721,0.626,0.629
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,8,136.707,136.707,136.707,500.0,8.196,4098.0,0.721,0.718,0.625,0.619
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,9,138.797,138.797,138.797,500.0,8.056,4028.0,0.724,0.721,0.624,0.618
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,0,4.314,4.314,4.314,35.0,6.543,229.0,0.682,0.683,0.577,0.577
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,1,4.863,4.863,4.863,40.0,6.625,265.0,0.695,0.697,0.582,0.587
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,6.012,6.012,6.012,40.0,6.725,269.0,0.682,0.69,0.573,0.577
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,3,5.428,5.428,5.428,35.0,6.543,229.0,0.681,0.676,0.575,0.57
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,4,6.175,6.175,6.175,40.0,6.575,263.0,0.683,0.682,0.577,0.572
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,5,7.363,7.363,7.363,40.0,6.45,258.0,0.682,0.682,0.577,0.579
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,6,9.406,9.406,9.406,40.0,6.475,259.0,0.681,0.683,0.583,0.585
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,7,10.814,10.814,10.814,40.0,6.55,262.0,0.679,0.679,0.577,0.579
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,8,12.909,12.909,12.909,40.0,6.375,255.0,0.685,0.68,0.575,0.573
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,9,12.478,12.478,12.478,40.0,6.575,263.0,0.694,0.693,0.581,0.577
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,0,14.189,14.189,14.189,95.0,6.958,661.0,0.706,0.706,0.608,0.608
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,1,14.166,14.166,14.166,95.0,7.105,675.0,0.707,0.707,0.605,0.61
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,17.621,17.621,17.621,95.0,7.221,686.0,0.707,0.714,0.606,0.614
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,3,17.055,17.055,17.055,94.0,7.021,660.0,0.704,0.7,0.595,0.589
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,4,19.089,19.089,19.089,95.0,7.063,671.0,0.707,0.706,0.608,0.601
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,5,21.883,21.883,21.883,95.0,7.105,675.0,0.706,0.709,0.61,0.613
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,6,23.717,23.717,23.717,95.0,7.011,666.0,0.706,0.706,0.603,0.6
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,7,31.168,31.168,31.168,95.0,7.095,674.0,0.702,0.702,0.605,0.607
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,8,44.936,44.936,44.936,95.0,7.147,679.0,0.701,0.694,0.607,0.601
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,9,37.078,37.078,37.078,95.0,6.926,658.0,0.708,0.707,0.605,0.6
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,0,1.513,1.513,1.513,14.0,6.071,85.0,0.617,0.619,0.538,0.539
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,1,1.531,1.531,1.531,14.0,5.643,79.0,0.616,0.616,0.528,0.528
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,1.832,1.832,1.832,14.0,5.857,82.0,0.617,0.621,0.537,0.539
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,2.123,2.123,2.123,14.0,6.0,84.0,0.619,0.609,0.531,0.524
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,4,1.936,1.936,1.936,14.0,5.929,83.0,0.617,0.621,0.529,0.53
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,5,1.915,1.915,1.915,14.0,6.286,88.0,0.617,0.619,0.537,0.541
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,6,2.074,2.074,2.074,14.0,5.643,79.0,0.618,0.615,0.53,0.525
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,7,1.751,1.751,1.751,14.0,6.143,86.0,0.617,0.621,0.529,0.536
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,8,2.01,2.01,2.01,14.0,6.071,85.0,0.618,0.612,0.539,0.532
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,9,1.82,1.82,1.82,14.0,5.857,82.0,0.618,0.616,0.531,0.527
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,0,2.743,2.743,2.743,25.0,6.08,152.0,0.664,0.668,0.567,0.571
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,1,2.743,2.743,2.743,25.0,6.0,150.0,0.666,0.663,0.565,0.564
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,3.358,3.358,3.358,25.0,6.2,155.0,0.664,0.666,0.569,0.568
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,3.342,3.342,3.342,25.0,6.12,153.0,0.664,0.661,0.564,0.562
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,4,3.274,3.274,3.274,24.0,6.458,155.0,0.665,0.665,0.571,0.566
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,5,2.888,2.888,2.888,25.0,5.96,149.0,0.663,0.664,0.564,0.567
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,6,3.904,3.904,3.904,25.0,6.08,152.0,0.66,0.658,0.565,0.561
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,7,3.582,3.582,3.582,25.0,6.2,155.0,0.665,0.665,0.568,0.566
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,8,3.489,3.489,3.489,24.0,6.417,154.0,0.665,0.663,0.567,0.569
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,9,3.082,3.082,3.082,25.0,6.04,151.0,0.666,0.667,0.568,0.569
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,0,31.981,31.981,31.981,185.0,7.6,1406.0,0.714,0.713,0.617,0.617
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,1,37.338,37.338,37.338,190.0,7.626,1449.0,0.716,0.715,0.612,0.615
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,42.993,42.993,42.993,195.0,7.595,1481.0,0.714,0.717,0.615,0.618
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,44.844,44.844,44.844,185.0,7.535,1394.0,0.715,0.713,0.615,0.613
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,4,40.594,40.594,40.594,190.0,7.584,1441.0,0.713,0.712,0.615,0.609
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,5,56.446,56.446,56.446,190.0,7.605,1445.0,0.715,0.717,0.613,0.616
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,6,55.266,55.266,55.266,190.0,7.589,1442.0,0.716,0.715,0.616,0.612
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,7,79.23,79.23,79.23,189.0,7.762,1467.0,0.712,0.714,0.614,0.618
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,8,94.469,94.469,94.469,190.0,7.768,1476.0,0.712,0.706,0.616,0.61
sleep,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,9,76.577,76.577,76.577,190.0,7.568,1438.0,0.718,0.717,0.617,0.613
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,0,9.181,9.181,9.181,36.0,6.333,228.0,0.708,0.704,0.545,0.542
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,1,10.81,10.81,10.81,36.0,6.25,225.0,0.708,0.711,0.546,0.55
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,2,9.075,9.075,9.075,36.0,6.306,227.0,0.707,0.713,0.542,0.548
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,3,11.138,11.138,11.138,36.0,6.306,227.0,0.708,0.706,0.545,0.539
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,4,10.409,10.409,10.409,36.0,6.583,237.0,0.709,0.71,0.548,0.548
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,5,10.541,10.541,10.541,36.0,6.306,227.0,0.709,0.705,0.545,0.538
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,6,9.382,9.382,9.382,36.0,6.528,235.0,0.709,0.709,0.544,0.545
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,7,11.757,11.757,11.757,36.0,6.389,230.0,0.71,0.707,0.546,0.546
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,8,11.883,11.883,11.883,36.0,6.306,227.0,0.706,0.703,0.528,0.526
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation,9,11.989,11.989,11.989,36.0,6.417,231.0,0.707,0.709,0.544,0.545
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,0,10.471,10.471,10.471,50.0,6.24,312.0,0.706,0.704,0.56,0.557
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,1,11.914,11.914,11.914,50.0,6.16,308.0,0.706,0.707,0.56,0.562
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,11.861,11.861,11.861,50.0,6.0,300.0,0.707,0.711,0.562,0.566
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,12.605,12.605,12.605,50.0,6.16,308.0,0.705,0.701,0.557,0.551
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,4,11.81,11.81,11.81,50.0,6.26,313.0,0.707,0.71,0.562,0.564
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,5,13.191,13.191,13.191,50.0,6.2,310.0,0.707,0.704,0.561,0.559
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,6,11.832,11.832,11.832,50.0,6.26,313.0,0.707,0.706,0.56,0.564
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,7,12.775,12.775,12.775,50.0,6.18,309.0,0.707,0.705,0.561,0.56
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,8,13.395,13.395,13.395,50.0,6.18,309.0,0.706,0.706,0.56,0.56
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,9,13.252,13.252,13.252,50.0,6.26,313.0,0.706,0.707,0.559,0.559
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,0,215.078,215.078,215.078,500.0,7.636,3818.0,0.712,0.708,0.584,0.58
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,1,228.7,228.7,228.7,498.0,7.582,3776.0,0.712,0.716,0.583,0.587
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,238.773,238.773,238.773,500.0,7.66,3830.0,0.713,0.718,0.586,0.593
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,227.732,227.732,227.732,500.0,7.594,3797.0,0.712,0.711,0.583,0.581
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,4,230.088,230.088,230.088,500.0,7.616,3808.0,0.714,0.714,0.588,0.586
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,5,257.95,257.95,257.95,500.0,7.572,3786.0,0.713,0.708,0.585,0.578
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,6,252.359,252.359,252.359,500.0,7.616,3808.0,0.714,0.714,0.584,0.585
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,7,239.058,239.058,239.058,500.0,7.548,3774.0,0.713,0.71,0.587,0.584
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,8,243.683,243.683,243.683,500.0,7.558,3779.0,0.714,0.71,0.583,0.581
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,9,219.847,219.847,219.847,500.0,7.6,3800.0,0.711,0.713,0.589,0.589
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,0,4.079,4.079,4.079,19.0,5.842,111.0,0.693,0.688,0.538,0.532
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,1,4.193,4.193,4.193,19.0,6.0,114.0,0.693,0.692,0.537,0.538
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,5.073,5.073,5.073,19.0,6.0,114.0,0.692,0.698,0.536,0.543
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,4.505,4.505,4.505,19.0,5.895,112.0,0.691,0.686,0.538,0.529
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,4,4.981,4.981,4.981,19.0,6.0,114.0,0.691,0.695,0.537,0.543
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,5,5.621,5.621,5.621,19.0,5.684,108.0,0.69,0.689,0.536,0.537
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,6,6.435,6.435,6.435,19.0,5.737,109.0,0.691,0.687,0.537,0.535
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,7,7.59,7.59,7.59,19.0,6.0,114.0,0.693,0.693,0.541,0.542
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,8,11.361,11.361,11.361,19.0,5.895,112.0,0.694,0.692,0.539,0.536
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,9,5.898,5.898,5.898,19.0,6.0,114.0,0.692,0.693,0.537,0.534
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,0,9.745,9.745,9.745,45.0,6.178,278.0,0.705,0.707,0.578,0.582
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,1,10.517,10.517,10.517,45.0,6.378,287.0,0.704,0.702,0.574,0.574
sleep,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,12.133,12.133,12.133,45.0,6.311,284.0,0.703,0.711,0.57,0.579
