dataset,nb_class,model,iteration,thread_time,process_time,raw_time,liczba_regul,srednia_dlugosc_reguly,suma_warunkow,train_acc,test_acc,train_bacc,test_bacc
airlines_100k,2,IDS,8,51.582,51.635,51.595,7.0,1.286,9.0,0.808,0.808,0.5,0.5
airlines_100k,2,IDS,9,59.855,59.914,59.866,14.0,1.643,23.0,0.808,0.808,0.5,0.5
airlines_100k,2,JRip,0,9.07,27.133,9.441,7.0,3.571,25.0,0.813,0.811,0.527,0.521
airlines_100k,2,JRip,1,15.861,101.165,16.841,12.0,3.667,44.0,0.814,0.813,0.53,0.528
airlines_100k,2,JRip,2,5.974,65.052,6.435,5.0,3.0,15.0,0.811,0.812,0.529,0.529
airlines_100k,2,JRip,3,14.733,166.927,15.709,14.0,3.714,52.0,0.814,0.81,0.537,0.531
airlines_100k,2,JRip,4,13.127,158.943,14.053,11.0,3.545,39.0,0.813,0.811,0.538,0.532
airlines_100k,2,JRip,5,16.911,213.209,18.162,13.0,3.692,48.0,0.813,0.811,0.53,0.529
airlines_100k,2,JRip,6,12.397,175.428,13.415,9.0,3.556,32.0,0.813,0.813,0.53,0.528
airlines_100k,2,JRip,7,24.366,352.751,26.449,11.0,3.727,41.0,0.814,0.814,0.532,0.533
airlines_100k,2,JRip,8,10.846,162.914,11.799,8.0,3.25,26.0,0.813,0.81,0.53,0.525
airlines_100k,2,JRip,9,16.737,316.312,18.62,12.0,3.667,44.0,0.814,0.813,0.528,0.528
airlines_100k,2,LORD,0,2.723,2.723,2.723,33078.0,3.439,113767.0,,0.804,,
airlines_100k,2,LORD,1,1.863,1.863,1.863,33071.0,3.354,110919.0,,0.804,,
airlines_100k,2,LORD,2,1.138,1.138,1.138,32968.0,3.345,110268.0,,0.805,,
airlines_100k,2,LORD,3,1.14,1.14,1.14,33237.0,3.39,112664.0,,0.804,,
airlines_100k,2,LORD,4,1.084,1.084,1.084,32960.0,3.411,112421.0,,0.804,,
airlines_100k,2,LORD,5,1.088,1.088,1.088,32954.0,3.386,111593.0,,0.803,,
airlines_100k,2,LORD,6,1.068,1.068,1.068,32825.0,3.367,110526.0,,0.807,,
airlines_100k,2,LORD,7,1.077,1.077,1.077,33149.0,3.353,111157.0,,0.81,,
airlines_100k,2,LORD,8,1.08,1.08,1.08,32927.0,3.387,111539.0,,0.803,,
airlines_100k,2,LORD,9,1.077,1.077,1.077,33133.0,3.414,113117.0,,0.805,,
airlines_100k,2,MLRules,0,,,,100.0,178.01,17801.0,0.828,0.814,0.572,0.548
airlines_100k,2,MLRules,1,,,,100.0,177.17,17717.0,0.827,0.814,0.572,0.546
airlines_100k,2,MLRules,2,,,,100.0,177.1,17710.0,0.827,0.814,0.57,0.548
airlines_100k,2,MLRules,3,,,,100.0,177.06,17706.0,0.827,0.814,0.572,0.545
airlines_100k,2,MLRules,4,,,,100.0,176.84,17684.0,0.828,0.815,0.574,0.548
airlines_100k,2,MLRules,5,,,,100.0,175.86,17586.0,0.827,0.816,0.571,0.553
airlines_100k,2,MLRules,6,,,,100.0,174.7,17470.0,0.827,0.815,0.572,0.547
airlines_100k,2,MLRules,7,,,,100.0,177.37,17737.0,0.828,0.818,0.573,0.554
airlines_100k,2,MLRules,8,,,,100.0,176.75,17675.0,0.827,0.816,0.571,0.554
airlines_100k,2,MLRules,9,,,,100.0,178.91,17891.0,0.828,0.815,0.571,0.552
airlines_100k,2,OneR,0,0.116,0.171,0.116,72.0,1.0,72.0,0.811,0.808,0.517,0.511
airlines_100k,2,OneR,1,0.076,0.119,0.076,72.0,1.0,72.0,0.81,0.809,0.515,0.513
airlines_100k,2,OneR,2,0.072,0.072,0.072,64.0,1.0,64.0,0.811,0.808,0.515,0.514
airlines_100k,2,OneR,3,0.074,0.074,0.074,68.0,1.0,68.0,0.81,0.808,0.516,0.512
airlines_100k,2,OneR,4,0.073,0.073,0.073,68.0,1.0,68.0,0.81,0.808,0.517,0.512
airlines_100k,2,OneR,5,0.076,0.076,0.076,66.0,1.0,66.0,0.811,0.808,0.516,0.515
airlines_100k,2,OneR,6,0.068,0.068,0.068,72.0,1.0,72.0,0.811,0.807,0.517,0.51
airlines_100k,2,OneR,7,0.074,0.074,0.074,62.0,1.0,62.0,0.81,0.809,0.516,0.513
airlines_100k,2,OneR,8,0.074,0.074,0.074,68.0,1.0,68.0,0.81,0.809,0.515,0.513
airlines_100k,2,OneR,9,0.074,0.075,0.074,68.0,1.0,68.0,0.81,0.808,0.516,0.513
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,0,208.425,208.425,208.425,41.0,1.78,73.0,0.755,0.751,0.585,0.576
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,1,218.07,218.07,218.07,44.0,1.864,82.0,0.757,0.76,0.584,0.589
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,2,169.622,169.622,169.622,42.0,1.738,73.0,0.756,0.759,0.584,0.587
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,3,177.361,177.361,177.361,45.0,1.778,80.0,0.757,0.758,0.583,0.584
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,4,166.568,166.568,166.568,44.0,1.818,80.0,0.758,0.752,0.585,0.575
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,5,172.136,172.136,172.136,45.0,1.889,85.0,0.756,0.755,0.584,0.588
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,6,179.343,179.343,179.343,45.0,1.822,82.0,0.755,0.757,0.584,0.586
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,7,174.767,174.767,174.767,45.0,1.867,84.0,0.751,0.75,0.586,0.585
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,8,178.833,178.833,178.833,45.0,1.8,81.0,0.757,0.755,0.584,0.585
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2,9,178.784,178.784,178.784,44.0,1.795,79.0,0.756,0.759,0.584,0.587
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,0,71.189,71.189,71.189,20.0,1.8,36.0,0.69,0.691,0.617,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,1,70.332,70.332,70.332,20.0,1.85,37.0,0.69,0.692,0.617,0.616
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,63.022,63.022,63.022,20.0,1.8,36.0,0.683,0.684,0.621,0.619
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,3,71.966,71.966,71.966,20.0,1.75,35.0,0.682,0.679,0.62,0.619
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,4,57.358,57.358,57.358,20.0,1.85,37.0,0.69,0.68,0.619,0.605
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,5,61.666,61.666,61.666,20.0,1.85,37.0,0.69,0.695,0.616,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,6,65.838,65.838,65.838,20.0,1.8,36.0,0.692,0.693,0.617,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,7,57.445,57.445,57.445,20.0,1.75,35.0,0.684,0.685,0.62,0.626
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,8,64.114,64.114,64.114,20.0,1.75,35.0,0.689,0.68,0.618,0.612
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,9,61.463,61.463,61.463,20.0,1.8,36.0,0.687,0.691,0.619,0.626
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,0,1204.358,1204.358,1204.358,200.0,1.88,376.0,0.707,0.708,0.614,0.61
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,1,978.725,978.725,978.725,200.0,1.885,377.0,0.708,0.708,0.614,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,959.895,959.895,959.895,200.0,1.88,376.0,0.704,0.706,0.614,0.612
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,3,956.884,956.884,956.884,200.0,1.845,369.0,0.707,0.706,0.614,0.61
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,4,954.42,954.42,954.42,200.0,1.86,372.0,0.708,0.701,0.615,0.604
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,5,917.036,917.036,917.036,200.0,1.86,372.0,0.708,0.714,0.612,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,6,935.712,935.712,935.712,200.0,1.855,371.0,0.705,0.709,0.614,0.615
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,7,919.877,919.877,919.877,200.0,1.905,381.0,0.706,0.706,0.613,0.617
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,8,925.892,925.892,925.892,200.0,1.8,360.0,0.704,0.693,0.615,0.608
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,9,909.949,909.949,909.949,200.0,1.85,370.0,0.706,0.712,0.613,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,0,5.356,5.356,5.356,7.0,1.714,12.0,0.7,0.7,0.614,0.61
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,1,8.449,8.449,8.449,7.0,1.714,12.0,0.699,0.701,0.613,0.615
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,9.559,9.559,9.559,8.0,1.625,13.0,0.7,0.702,0.614,0.611
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,3,13.301,13.301,13.301,10.0,1.7,17.0,0.722,0.72,0.607,0.603
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,4,15.683,15.683,15.683,7.0,1.857,13.0,0.701,0.692,0.615,0.602
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,5,21.214,21.214,21.214,10.0,1.7,17.0,0.724,0.727,0.604,0.612
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,6,9.131,9.131,9.131,10.0,1.7,17.0,0.724,0.728,0.604,0.609
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,7,1.895,1.895,1.895,9.0,1.778,16.0,0.725,0.722,0.604,0.604
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,8,11.811,11.811,11.811,10.0,1.7,17.0,0.725,0.719,0.605,0.603
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,9,4.146,4.146,4.146,8.0,1.5,12.0,0.699,0.706,0.612,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,0,55.661,55.661,55.661,20.0,1.8,36.0,0.69,0.691,0.617,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,1,77.176,77.176,77.176,22.0,1.818,40.0,0.689,0.691,0.615,0.616
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,79.856,79.856,79.856,22.0,1.818,40.0,0.702,0.702,0.614,0.61
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,3,78.22,78.22,78.22,22.0,1.773,39.0,0.692,0.689,0.615,0.611
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,4,65.324,65.324,65.324,22.0,1.818,40.0,0.691,0.681,0.616,0.603
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,5,75.019,75.019,75.019,22.0,1.773,39.0,0.688,0.694,0.614,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,6,79.252,79.252,79.252,22.0,1.727,38.0,0.701,0.704,0.613,0.615
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,7,81.834,81.834,81.834,22.0,1.864,41.0,0.691,0.694,0.614,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,8,78.71,78.71,78.71,22.0,1.818,40.0,0.702,0.693,0.614,0.608
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,9,83.959,83.959,83.959,22.0,1.864,41.0,0.688,0.695,0.614,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,0,6.938,6.938,6.938,5.0,1.6,8.0,0.652,0.651,0.626,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,1,14.038,14.038,14.038,5.0,1.6,8.0,0.654,0.654,0.626,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,5.315,5.315,5.315,5.0,1.6,8.0,0.651,0.655,0.626,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,0.47,0.47,0.47,5.0,1.6,8.0,0.652,0.651,0.626,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,4,10.865,10.865,10.865,5.0,1.6,8.0,0.653,0.647,0.627,0.621
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,5,0.912,0.912,0.912,5.0,1.4,7.0,0.652,0.654,0.625,0.632
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,6,0.483,0.483,0.483,5.0,1.6,8.0,0.652,0.658,0.626,0.625
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,7,5.257,5.257,5.257,5.0,1.6,8.0,0.652,0.653,0.625,0.63
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,8,0.461,0.461,0.461,6.0,1.333,8.0,0.653,0.643,0.627,0.619
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,9,5.594,5.594,5.594,5.0,1.6,8.0,0.651,0.656,0.625,0.633
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,0,15.255,15.255,15.255,9.0,1.778,16.0,0.724,0.72,0.606,0.597
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,1,1.272,1.272,1.272,10.0,1.7,17.0,0.724,0.727,0.605,0.609
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,14.022,14.022,14.022,9.0,1.778,16.0,0.723,0.72,0.607,0.597
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,13.277,13.277,13.277,10.0,1.7,17.0,0.722,0.72,0.607,0.603
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,4,11.409,11.409,11.409,9.0,1.667,15.0,0.725,0.717,0.606,0.594
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,5,21.973,21.973,21.973,10.0,1.7,17.0,0.724,0.727,0.604,0.612
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,6,9.252,9.252,9.252,10.0,1.7,17.0,0.724,0.728,0.604,0.609
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,7,2.024,2.024,2.024,9.0,1.778,16.0,0.725,0.722,0.604,0.604
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,8,11.949,11.949,11.949,10.0,1.7,17.0,0.725,0.719,0.605,0.603
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,9,6.826,6.826,6.826,10.0,1.7,17.0,0.723,0.731,0.604,0.616
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,0,166.39,166.39,166.39,42.0,1.762,74.0,0.703,0.704,0.614,0.611
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,1,170.699,170.699,170.699,44.0,1.886,83.0,0.705,0.705,0.613,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,169.898,169.898,169.898,42.0,1.881,79.0,0.705,0.704,0.613,0.607
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,184.262,184.262,184.262,46.0,1.87,86.0,0.695,0.694,0.617,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,4,184.161,184.161,184.161,44.0,1.795,79.0,0.704,0.695,0.615,0.602
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,5,175.958,175.958,175.958,46.0,1.783,82.0,0.692,0.696,0.615,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,6,184.296,184.296,184.296,46.0,1.848,85.0,0.691,0.694,0.615,0.615
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,7,186.911,186.911,186.911,46.0,1.913,88.0,0.691,0.693,0.615,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,8,184.143,184.143,184.143,46.0,1.826,84.0,0.695,0.685,0.615,0.608
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,9,181.575,181.575,181.575,44.0,1.818,80.0,0.704,0.711,0.612,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,0,205.507,205.507,205.507,25.0,1.6,40.0,0.747,0.741,0.591,0.584
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,1,180.317,180.317,180.317,26.0,1.615,42.0,0.742,0.745,0.592,0.597
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,2,107.485,107.485,107.485,22.0,1.727,38.0,0.737,0.739,0.597,0.595
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,3,182.394,182.394,182.394,27.0,1.296,35.0,0.741,0.742,0.593,0.592
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,4,145.748,145.748,145.748,24.0,1.375,33.0,0.743,0.736,0.595,0.583
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,5,174.249,174.249,174.249,26.0,1.654,43.0,0.744,0.745,0.59,0.597
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,6,191.319,191.319,191.319,28.0,1.714,48.0,0.739,0.74,0.598,0.598
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,7,173.477,173.477,173.477,27.0,1.63,44.0,0.761,0.758,0.583,0.58
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,8,167.443,167.443,167.443,26.0,1.692,44.0,0.742,0.737,0.594,0.591
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation,9,163.7,163.7,163.7,26.0,1.654,43.0,0.743,0.75,0.59,0.598
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,0,148.035,148.035,148.035,20.0,1.75,35.0,0.609,0.607,0.633,0.634
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,1,129.947,129.947,129.947,20.0,1.75,35.0,0.641,0.64,0.631,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,116.274,116.274,116.274,20.0,1.75,35.0,0.643,0.644,0.631,0.628
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,124.207,124.207,124.207,20.0,1.55,31.0,0.606,0.602,0.633,0.628
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,4,124.64,124.64,124.64,20.0,1.5,30.0,0.643,0.638,0.632,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,5,114.361,114.361,114.361,20.0,1.65,33.0,0.638,0.642,0.63,0.637
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,6,115.928,115.928,115.928,20.0,1.7,34.0,0.637,0.642,0.631,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,7,127.585,127.585,127.585,20.0,1.55,31.0,0.628,0.63,0.63,0.639
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,8,124.528,124.528,124.528,20.0,1.65,33.0,0.631,0.621,0.632,0.621
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,9,113.929,113.929,113.929,20.0,1.75,35.0,0.605,0.611,0.632,0.642
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,0,1924.681,1924.681,1924.681,200.0,1.62,324.0,0.618,0.612,0.632,0.629
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,1,1827.328,1827.328,1827.328,199.0,1.744,347.0,0.601,0.601,0.634,0.628
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,1792.678,1792.678,1792.678,200.0,1.675,335.0,0.609,0.612,0.634,0.631
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,1891.147,1891.147,1891.147,199.0,1.412,281.0,0.61,0.607,0.633,0.631
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,4,1841.267,1841.267,1841.267,200.0,1.41,282.0,0.601,0.589,0.635,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,5,1833.753,1833.753,1833.753,199.0,1.709,340.0,0.64,0.644,0.631,0.638
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,6,1843.366,1843.366,1843.366,198.0,1.732,343.0,0.602,0.602,0.634,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,7,1768.303,1768.303,1768.303,199.0,1.714,341.0,0.6,0.599,0.633,0.64
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,8,1808.359,1808.359,1808.359,200.0,1.74,348.0,0.611,0.602,0.634,0.624
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,9,1753.253,1753.253,1753.253,199.0,1.688,336.0,0.602,0.606,0.632,0.643
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,0,13.741,13.741,13.741,5.0,1.4,7.0,0.676,0.676,0.621,0.619
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,1,14.068,14.068,14.068,5.0,1.4,7.0,0.669,0.673,0.622,0.625
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,2.068,2.068,2.068,3.0,1.667,5.0,0.666,0.67,0.628,0.629
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,14.589,14.589,14.589,5.0,1.4,7.0,0.676,0.673,0.621,0.62
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,4,2.824,2.824,2.824,3.0,1.333,4.0,0.65,0.645,0.631,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,5,6.233,6.233,6.233,5.0,1.6,8.0,0.707,0.712,0.612,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,6,14.595,14.595,14.595,5.0,1.4,7.0,0.686,0.689,0.616,0.616
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,7,20.76,20.76,20.76,6.0,1.5,9.0,0.678,0.678,0.62,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,8,22.27,22.27,22.27,6.0,1.333,8.0,0.676,0.666,0.622,0.614
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,9,21.202,21.202,21.202,5.0,1.4,7.0,0.701,0.708,0.612,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,0,56.943,56.943,56.943,12.0,1.583,19.0,0.638,0.635,0.631,0.63
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,1,74.639,74.639,74.639,14.0,1.643,23.0,0.599,0.6,0.634,0.629
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,58.706,58.706,58.706,12.0,1.5,18.0,0.639,0.641,0.631,0.628
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,3,73.844,73.844,73.844,13.0,1.462,19.0,0.639,0.638,0.631,0.631
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,4,59.951,59.951,59.951,11.0,1.455,16.0,0.64,0.634,0.631,0.623
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,5,67.989,67.989,67.989,14.0,1.571,22.0,0.637,0.641,0.63,0.637
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,6,68.514,68.514,68.514,13.0,1.692,22.0,0.605,0.606,0.633,0.627
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,7,76.903,76.903,76.903,14.0,1.5,21.0,0.604,0.606,0.631,0.64
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,8,65.007,65.007,65.007,14.0,1.643,23.0,0.596,0.589,0.634,0.625
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,9,68.269,68.269,68.269,14.0,1.643,23.0,0.653,0.657,0.626,0.634
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,0,16.085,16.085,16.085,5.0,1.4,7.0,0.676,0.676,0.621,0.619
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,1,13.441,13.441,13.441,5.0,1.4,7.0,0.669,0.673,0.622,0.625
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,13.15,13.15,13.15,5.0,1.4,7.0,0.676,0.677,0.621,0.62
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,3,14.889,14.889,14.889,5.0,1.4,7.0,0.676,0.673,0.621,0.62
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,4,12.138,12.138,12.138,6.0,1.333,8.0,0.704,0.694,0.615,0.602
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,5,6.257,6.257,6.257,5.0,1.6,8.0,0.707,0.712,0.612,0.622
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,6,14.854,14.854,14.854,5.0,1.4,7.0,0.686,0.689,0.616,0.616
airlines_100k,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,7,22.13,22.13,22.13,6.0,1.5,9.0,0.678,0.678,0.62,0.623
